web-scraper-order,web-scraper-start-url,as24_a1,as24_a1-href,title_raw,short_description_raw,price_raw,car_data_raw,first_release_raw,mileage_raw,transmission_raw,drive_raw,cartype_raw,fuel_raw,ps_raw,fuel_consumption_raw,motor_vehicle_inspection_raw,accidentcar_raw,garantie_raw,car_description_raw,equipment_raw,seller_raw,selleraddress_raw,sellerwebsite_raw,seller_phonenumber_raw
"1733582324-123","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=4","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11895463","AUDI A1 Sportback 30 TFSI S Line Attraction","* CH-Fahrzeug / GRATIS-Service / Flottenrabatt möglich! / Leasing nur 2.99%!!! *","CHF 42'799.–","Neues Fahrzeug","Neues Fahrzeug","50 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Ja","Nein","Ja","AMAG-Nr. 839190","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungAudi drive selectDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurEntfall Leistungs- / Technologie-SchriftzugGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Klima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lackierung: Dachkuppel in KontrastfarbeArrow down iconMehr anzeigen","AMAG Winterthur","Zürcherstrasse 240, 8406 Winterthur-Töss","http://www.winterthur.amag.ch","Geschäft 052 208 31 31"
"1733582327-124","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=4","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-11911744","AUDI A1 Sportback 30 TFSI Attraction","2.99% Leasingaktion / Gratisservice","CHF 28'900.–","10.2024","10.2024","50 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.5 l/100 km","Nein","Nein","Ja","","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikMittelarmlehne vornePolster: advanced mit Sportsitz (Stoff Derby)Sitze: Sportsitze vorneMedia: 6 LautsprecherSitze: Lendenwirbelstütze, manuell einstellbar in VordersitzlehnenSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarArrow down iconMehr anzeigen","AMAG Frauenfeld","Zürcherstrasse 331, 8500 Frauenfeld","https://www.amag.ch/de/garagenuebersicht/garage-frauenfeld.html","Geschäft 052 728 97 77"
"1733582329-125","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=4","","https://www.autoscout24.ch/de/d/audi-a1-sportback-35-tfsi-11911762","AUDI A1 Sportback 35 TFSI","CH Fahrzeug:","CHF 22'900.–","08.2019","08.2019","50'013 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","150 PS (110 kW)","7.1 l/100 km","Nein","Nein","Ja","Wir freuen uns auf Ihre Terminanfrage, das Fahrzeug wartet auf Sie","AusstattungenOptionale AusstattungAssist: Einparkhilfe hintenAudi Smartphone InterfaceAudi Sound SystemAudi virtual cockpitAussenspiegel rechts und links elektrisch verstell-, beheiz- und anklappbar,Garantie: Audi Garantie: 4 Jahre oder 80'000 km (ab 1. Inv.)Infotainment PaketAudi Smartphone InterfaceAudi Sound SystemAudi virtual cockpitLenkrad: Leder-Multifunktion plus Lenkrad im 3-Speichen-DesignVorbereitung NavigationssystemInnenspiegel automatisch abblendbarKlimatisierungsautomatikLED ScheinwerferArrow down iconMehr anzeigen","AMAG Volketswil","Hölzliwisenstrasse 1, 8604 Volketswil","https://www.amag.ch/de/garagenuebersicht/garage-volketswil.html","Geschäft 044 908 57 10"
"1733582331-126","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=4","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11935193","AUDI A1 Sportback 30 TFSI S Line Attraction","Tageszulassung","CHF 37'099.–","Neues Fahrzeug","Neues Fahrzeug","500 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Nein","Nein","Ja","","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Interieurelemente in KunstlederEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lenkrad: Lederlenkrad im 3-Speichen-Design mit Multifunktion plus und SchaltwippenMittelarmlehne vornePaket: AssistenzpaketArrow down iconMehr anzeigen","AMAG Baden","Winkelstrasse 2, 5442 Fislisbach","https://www.amag.ch/de/garagenuebersicht/garage-baden.html","Geschäft 056 484 66 66"
"1733582334-127","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=4","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11947865","AUDI A1 Sportback 30 TFSI S Line Attraction","","CHF 26'900.–","03.2022","03.2022","40'886 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","110 PS (81 kW)","6 l/100 km","Nein","Nein","Ja","","AusstattungenOptionale AusstattungAssist: Einparkhilfe hintenAssist: GeschwindigkeitsregelanlageAssist: RückfahrkameraAudi virtual cockpitAussenspiegel elektrisch einstell-, beheiz- und anklappbarDachhimmel in Stoff schwarzGarantie: Audi Garantie: 4 Jahre oder 80'000 km (ab 1. Inv.)Innenspiegel automatisch abblendbarKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Arrow down iconMehr anzeigen","AMAG Rheinfelden","Zürcherstrasse 34, 4310 Rheinfelden","https://www.amag.ch/de/garagenuebersicht/garage-rheinfelden.html","Geschäft 061 833 35 35"
"1733582336-128","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=4","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11960914","AUDI A1 Sportback 30 TFSI S Line Attraction","CH-Ausführung / Tageszulasser / sofort Verfügbar","CHF 34'990.–","11.2024","11.2024","50 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Nein","Nein","Ja","[B4B4] cortinaweiss-cortinaweiss
[A41] Audi Swiss Service Package+
[9VD] Audi Sound System
[3GD] Gepäckraumpaket","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Interieurelemente in KunstlederEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lenkrad: Lederlenkrad im 3-Speichen-Design mit Multifunktion plus und SchaltwippenMittelarmlehne vornePaket: AssistenzpaketArrow down iconMehr anzeigen","AMAG Rheinfelden","Zürcherstrasse 34, 4310 Rheinfelden","https://www.amag.ch/de/garagenuebersicht/garage-rheinfelden.html","Geschäft 061 833 35 35"
"1733582339-129","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=4","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-11928754","AUDI A1 Sportback 30 TFSI S Line","***S-Line/Assistenzpaket pro/Kontrastpaket 2/SONOS Premium Sound***","CHF 44'900.–","Neues Fahrzeug","Neues Fahrzeug","35 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Ja","Nein","Ja","[1X0E] pfeilgrau-mythosschwarz
[TV] schwarz - feinsilber (S line)
[GB1] LTE-Unterstützung für Audi phone box
[A41] Audi Swiss Service Package+
[4ZP] Optikpaket schwarz plus","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungAudi drive selectDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugGarantie: Audi Garantie: 4 Jahre oder 80'000 km (ab 1. Inv.)Klima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lackierung: Dachkuppel in KontrastfarbeArrow down iconMehr anzeigen","Autocenter Limmattal B. Strebel AG","Grindlenstrasse 2, 8954 Geroldswil","http://www.autocenterlimmattal.ch","Geschäft 044 749 27 27"
"1733582341-130","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=4","","https://www.autoscout24.ch/de/d/audi-a1-sportback-35-tfsi-s-line-11372045","AUDI A1 Sportback 35 TFSI S Line","CH-Ausführung / 5 Jahre 100 000 km Neuwagengarantie","CHF 39'690.–","03.2024","03.2024","5'000 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","150 PS (110 kW)","5.9 l/100 km","Ja","Nein","Ja","[EA8] Anschlussgarantie 4. und 5. Jahr, max. 100'000 km, (netto)
[A41] Audi Swiss Service Package+
[GB1] LTE-Unterstützung für Audi phone box
[EL5] Audi connect Remote & Control (MMI Navigation ...","AusstattungenOptionale AusstattungAssist: Audi pre sense basicAssist: ParkassistentAssist: RückfahrkameraAudi drive selectDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurDekor: Interieurelemente in KunstlederEntfall Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Arrow down iconMehr anzeigen","AMAG Rheinfelden","Zürcherstrasse 34, 4310 Rheinfelden","https://www.amag.ch/de/garagenuebersicht/garage-rheinfelden.html","Geschäft 061 833 35 35"
"1733582344-131","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=4","","https://www.autoscout24.ch/de/d/audi-a1-sportback-35-tfsi-s-line-11378388","AUDI A1 Sportback 35 TFSI S Line","AMAG CH-Ausführung / Gratisservice","CHF 42'500.–","03.2024","03.2024","100 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","150 PS (110 kW)","5.9 l/100 km","Ja","Nein","Ja","[TV] schwarz - feinsilber (S line)
[0E0E] mythosschwarz-mythosschwarz
[GB1] LTE-Unterstützung für Audi phone box
[A41] Audi Swiss Service Package+
[EL5] Audi connect Remote & Control (MMI Navigation ...","AusstattungenOptionale AusstattungAssist: Audi pre sense basicAssist: GeschwindigkeitsregelanlageAssist: Kamerabasierte VerkehrszeichenerkennungAssist: ParkassistentAssist: RückfahrkameraAssist: SpurwechselwarnungAudi virtual cockpitAussenspiegel elektrisch einstell-, beheiz- und anklappbarDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurArrow down iconMehr anzeigen","AMAG Kreuzlingen","Hauptstrasse 99, 8280 Kreuzlingen 2","https://www.amag.ch/de/garagenuebersicht/garage-kreuzlingen.html","Geschäft 071 678 28 28"
"1733582347-132","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=4","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-11626945","AUDI A1 Sportback 30 TFSI Attraction","Swiss Service Package / LED-Scheinwerfer / Virtual Cockpit / Sound System / uvm.","CHF 32'900.–","06.2024","06.2024","4'000 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Ja","Nein","Ja","[3GD] Gepäckraumpaket
[5MB] Dekoreinlagen Polygonstruktur Feinlack schiefergrau
[0UK] Akzentflächen Diamantlack silbergrau
[EA5] Anschlussgarantie 4. Jahr, max. 80'000 km, (netto)
[B4B4] cortinaweiss-cortinaweiss
[9ZE] ...","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Mittelarmlehne vornePaket: AblagepaketArrow down iconMehr anzeigen","AMAG Bülach","Bächliwis 29, 8184 Bachenbülach","https://www.amag.ch/de/garagenuebersicht/garage-buelach.html","Geschäft 044 864 86 40"
"1733582349-133","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=4","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-11657417","AUDI A1 Sportback 30 TFSI Attraction","Swiss Service Package / LED-Scheinwerfer / Virtual Cockpit / Audi Sound / uvm.","CHF 31'900.–","06.2024","06.2024","2'000 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Ja","Nein","Ja","[PNA] MMI Navigationssystem plus mit MMI touch
[GB1] LTE-Unterstützung für Audi phone box
[EA5] Anschlussgarantie 4. Jahr, max. 80'000 km, (netto)
[A41] Audi Swiss Service Package+
[9ZE] Audi ...","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Mittelarmlehne vornePaket: AblagepaketArrow down iconMehr anzeigen","AMAG Bülach","Bächliwis 29, 8184 Bachenbülach","https://www.amag.ch/de/garagenuebersicht/garage-buelach.html","Geschäft 044 864 86 40"
"1733582351-134","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=4","","https://www.autoscout24.ch/de/d/audi-a1-sportback-35-tfsi-s-line-11689147","AUDI A1 Sportback 35 TFSI S Line","CH-Fzg mit ASSP+, LED Scheinwerfer, Sonos Sound, Optikpaket schwarz etc.","CHF 37'990.–","06.2024","06.2024","5'000 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","150 PS (110 kW)","5.7 l/100 km","Ja","Nein","Ja","","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungAudi drive selectDachhimmel in Stoff schwarzEntfall Leistungs- / Technologie-SchriftzugKomfortschlüssel (ohne Safelock)Lackierung: Dachkuppel in KontrastfarbeMittelarmlehne vornePaket: AssistenzpaketPaket: Kontrastpaket 2Arrow down iconMehr anzeigen","AMAG Baden","Winkelstrasse 2, 5442 Fislisbach","https://www.amag.ch/de/garagenuebersicht/garage-baden.html","Geschäft 056 484 66 66"
"1733582354-135","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=4","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-attraction-11969473","AUDI A1 Sportback 30 TFSI Attraction","Swiss Service Package / LED-Scheinwerfer / Virtual Cockpit / Sound System / uvm.","CHF 26'900.–","06.2024","06.2024","4'000 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.5 l/100 km","Ja","Nein","Ja","[GB1] LTE-Unterstützung für Audi phone box
[WK0] Paket Infotainment
[9ZE] Audi Phone Box
[3GD] Gepäckraumpaket
[9VD] Audi Sound System
[B4B4] cortinaweiss-cortinaweiss
[A41] Audi Swiss ...","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Mittelarmlehne vornePaket: AblagepaketSerienmässige Ausstattung3-Punkt-Sicherheitsgurte auf allen PlätzenABSAirbag: Airbag Beifahrer deaktivierbarArrow down iconMehr anzeigen","AMAG Bülach","Bächliwis 29, 8184 Bachenbülach","https://www.amag.ch/de/garagenuebersicht/garage-buelach.html","Geschäft 044 864 86 40"
"1733582356-136","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=4","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11653171","AUDI A1 Sportback 30 TFSI S Line Attraction","","CHF 39'999.–","Neues Fahrzeug","Neues Fahrzeug","15 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Ja","Nein","Ja","","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraAssist: SpurwechselwarnungAudi drive selectDachhimmel in Stoff schwarzEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugKlima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Licht: Fernlicht-AssistentMittelarmlehne vorneArrow down iconMehr anzeigen","Scheidweg-Garage AG Appenzell","Gontenstrasse 1, 9050 Appenzell","http://www.scheidweg-garage.ch","Geschäft 071 788 18 18"
"1733582358-137","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=4","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11743644","AUDI A1 Sportback 30 TFSI S Line Attraction","","CHF 45'100.–","Neues Fahrzeug","Neues Fahrzeug","10 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Ja","Nein","Ja","[PNA] MMI Navigationssystem plus mit MMI touch
[IT3] Audi connect Navigation & Infotainment PLUS (3 Jahre)","AusstattungenOptionale AusstattungAssist: Einparkhilfe plusAssist: RückfahrkameraAssist: SpurwechselwarnungAudi drive selectDachhimmel in Stoff schwarzEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugGarantie: Audi Garantie: 4 Jahre oder 80'000 km (ab 1. Inv.)Klima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lackierung: Dachkuppel in KontrastfarbeArrow down iconMehr anzeigen","Scheidweg-Garage AG Appenzell","Gontenstrasse 1, 9050 Appenzell","http://www.scheidweg-garage.ch","Geschäft 071 788 18 18"
"1733582361-138","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=4","","https://www.autoscout24.ch/de/d/audi-a1-allstreet-35-tfsi-s-tronic-11356291","AUDI A1 Allstreet 35 TFSI S-tronic","**S-Line/SONOS Sound/Kamera/Paket Infotainment und Technik/Dachkuppel schwarz**","CHF 46'444.–","Neues Fahrzeug","Neues Fahrzeug","35 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","150 PS (110 kW)","6.1 l/100 km","Ja","Nein","Ja","[2Y0E] gletscherweiss-mythosschwarz
[TV] schwarz - feinsilber (S line)
[A41] Audi Swiss Service Package+
[EL5] Audi connect Remote & Control (MMI Navigation Plus)","AusstattungenOptionale AusstattungAssist: RückfahrkameraAudi drive selectDachhimmel in Stoff schwarzGarantie: Audi Garantie: 4 Jahre oder 80'000 km (ab 1. Inv.)Klima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lackierung: Dachkuppel in KontrastfarbeMedia: Audi connect Navigation & Infotainment plus - 3 JahreMittelarmlehne vornePaket: AblagepaketArrow down iconMehr anzeigen","Autocenter Limmattal B. Strebel AG","Grindlenstrasse 2, 8954 Geroldswil","http://www.autocenterlimmattal.ch","Geschäft 044 749 27 27"
"1733582363-139","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=4","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-11971828","AUDI A1 Sportback 30 TFSI S Line Attraction","","CHF 39'500.–","Neues Fahrzeug","Neues Fahrzeug","50 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","115 PS (85 kW)","5.7 l/100 km","Ja","Nein","Ja","12","AusstattungenOptionale AusstattungAssist: RückfahrkameraAssist: SpurwechselwarnungDachhimmel in Stoff schwarzEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugGarantie: Audi Garantie: 4 Jahre oder 80'000 km (ab 1. Inv.)Klima: 2-Zonen-KomfortklimaautomatikKomfortschlüssel (ohne Safelock)Lenkrad: Lederlenkrad im 3-Speichen-Design mit Multifunktion plus und SchaltwippenMittelarmlehne vornePaket: AssistenzpaketArrow down iconMehr anzeigen","AMAG Automobil und Motoren AG Audi Oftringen","Luzernerstrasse 41, 4665 Oftringen","https://www.amag.ch/de/garagenuebersicht/garage-oftringen.html","Geschäft 062 789 10 80"
"1733582365-140","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=4","","https://www.autoscout24.ch/de/d/audi-a1-sportback-30-tfsi-s-line-attraction-10056754","AUDI A1 Sportback 30 TFSI S Line Attraction","*** Audi A1 SB ***","CHF 29'910.–","12.2022","12.2022","13'000 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","110 PS (81 kW)","6 l/100 km","Ja","26.11.2022","Ja","[A41] Audi Swiss Service Package+
[EA5] Anschlussgarantie 4. Jahr, max. 80'000 km, (netto)
[EL5] Audi connect Remote & Control (MMI Navigation Plus)
[N90E] misanorot-mythosschwarz
[4ZP] Optikpaket ...","AusstattungenOptionale AusstattungAssist: Einparkhilfe hintenAssist: GeschwindigkeitsregelanlageAssist: RückfahrkameraAssist: SpurwechselwarnungAudi drive selectAudi virtual cockpitAussenspiegel elektrisch einstell-, beheiz- und anklappbarDachhimmel in Stoff schwarzEntfall Modellbezeichnung und Leistungs- / Technologie-SchriftzugInnenspiegel automatisch abblendbarArrow down iconMehr anzeigen","Scheidweg-Garage AG Appenzell","Gontenstrasse 1, 9050 Appenzell","http://www.scheidweg-garage.ch","Geschäft 071 788 18 18"
"1733582370-141","https://www.autoscout24.ch/de/s/mo-a1/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=30&pagination%5Bpage%5D=3","","https://www.autoscout24.ch/de/d/audi-a1-sportback-35-tfsi-s-line-11457630","AUDI A1 Sportback 35 TFSI S Line","CH-Vorführwagen mit Gratis-Service ASSP+ 10 Jahre oder 100'000km","CHF 44'900.–","08.2024","08.2024","6'000 km","Automatikgetriebe","Vorderradantrieb","Kleinwagen","Benzin","150 PS (110 kW)","5.9 l/100 km","Ja","Nein","Ja","[AR] schwarz - expressrot
[A41] Audi Swiss Service Package+
[7HB] Dekor: Interieurelemente in Kunstleder
[4ZP] Optikpaket schwarz plus
[2Y0E] gletscherweiss-mythosschwarz
[EL5] Audi connect ...","AusstattungenOptionale AusstattungAssist: Audi pre sense basicAssist: Einparkhilfe plusAssist: GeschwindigkeitsregelanlageAssist: Kamerabasierte VerkehrszeichenerkennungAssist: RückfahrkameraAssist: SpurwechselwarnungAudi virtual cockpitAussenspiegel elektrisch einstell-, beheiz- und anklappbarDachhimmel in Stoff schwarzDekor: Aluminiumoptik im InterieurArrow down iconMehr anzeigen","Pargger AG","Riedenmatt 5, 6370 Stans","http://www.pargger.ch","Geschäft 041 619 00 00"
