web-scraper-order,web-scraper-start-url,as24_a1,as24_a1-href,title_raw,short_description_raw,price_raw,car_data_raw,first_release_raw,mileage_raw,transmission_raw,drive_raw,cartype_raw,fuel_raw,ps_raw,fuel_consumption_raw,motor_vehicle_inspection_raw,accidentcar_raw,guarantee_raw,car_description_raw,equipment_raw,seller_raw,selleraddress_raw,sellerwebsite_raw,seller_phonenumber_raw
1734007355-193,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=10,,https://www.autoscout24.ch/de/d/audi-a4-25-tdi-12053326,AUDI A4 2.5 TDI,CH-Fahrzeug / MFK 03.2024 / PDC hinten / 8-Fach Bereift / Klima / Frisch ab Service,CHF 4'190.–,Calendar icon10.2002Car iconLimousineRoad icon170'200 kmGas station iconDieselTransmission iconSchaltgetriebe manuellVehicle power icon163 PS (120 kW)Drive type iconVorderradantriebConsumption icon7.1 l/100 kmG,10.2002,170'200 km,Schaltgetriebe manuell,Vorderradantrieb,Limousine,Diesel,163 PS (120 kW),7.1 l/100 km,Ja,18.03.2024,Nein,"Herzlich Willkommen bei AutoPark Zug AG.

Besten Dank für Ihr Interesse, an einem unserer Fahrzeuge.

Für eine Besichtigung, bitten wir Sie um eine telefonische Voranmeldung.
 ...",AusstattungenSerienmässige AusstattungAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAntiblockiersystem (ABS)Applikationen glänzendAssist: Bremsassistent (BAS)Aussenspiegel rechts und links beheiztAussentemperaturanzeigeBeheizbares Türschloss linksBeide Make up-Spiegel beleuchtetBeleuchtetes und abschliessbaresArrow down iconMehr anzeigen,AutoPark Zug AG,"Alter Hubelweg 3, 6331 Hünenberg",,Geschäft 076 310 69 99
1734007358-194,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=10,,https://www.autoscout24.ch/de/d/audi-a4-avant-20-tdi-sport-quattro-s-tronic-11937888,AUDI A4 Avant 2.0 TDI Sport quattro S-tronic,,CHF 23'200.–,Calendar icon04.2017Car iconKombiRoad icon95'000 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon190 PS (140 kW)Drive type iconAllradConsumption icon4.6 l/100 kmB,04.2017,95'000 km,Halbautomatisches Getriebe,Allrad,Kombi,Diesel,190 PS (140 kW),4.6 l/100 km,Ja,17.10.2024,Nein,"Das Auto ist in hervorragendem Zustand, und frisch ab MFK.
Gegen Aufpreis mit Thule Dachträger
Alle Services wurden immer beim Audi Händler gemacht","AusstattungenOptionale AusstattungAkustikglasAlcantara-/Leder-AusstattungAmbientebeleuchtungAnhängevorrichtung el. abschwenkbarAssistenz PaketAdaptive cruise controlAssist: Audi active lane assistVerkehrszeichenerkennung RSIAssistenzpaket StadtAssist: AusstiegswarnungAssist: Einparkhilfe plusAssist: Querverkehrsassistent hintenAssist: RückfahrkameraAudi pre sense basicAudi side assist inkl. pre sense rearAudi Smartphone InterfaceAudi virtual cockpit 12,3''Aussenspiegel rechts und links beheizt, elektrisch verstell- / und einklappbarFahrwerk: SportfahrwerkArrow down iconMehr anzeigen",Beat L.,8802 Kilchberg,,Privat 076 510 67 78
1734007360-195,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=10,,https://www.autoscout24.ch/de/d/audi-a4-20-tfsi-sport-s-tronic-12033882,AUDI A4 2.0 TFSI Sport S-tronic,"AUTO SCHMERIKON  die günstigsten weit und breit GARANTIE, TOP-Eintausch Leasing Tel 055 282 10 00  Täglich OFFEN 8H-19H",CHF 21'500.–,Calendar icon08.2017Car iconLimousineRoad icon90'200 kmGas station iconBenzinTransmission iconAutomatikgetriebeVehicle power icon190 PS (140 kW)Drive type iconVorderradantriebConsumption icon5.1 l/100 kmB,08.2017,90'200 km,Automatikgetriebe,Vorderradantrieb,Limousine,Benzin,190 PS (140 kW),5.1 l/100 km,Nein,Nein,Ja,"AUTO SCHMERIKON eine 
  SCHWEIZWEIT GÜNSTIGSTE - OCCASION
 Schön, dass Sie sich für unser Angebot interes-
sieren, dieses Fahrzeug steht bei uns in der Aus-
stellung und ...","AusstattungenOptionale AusstattungArmlehne vorne mit AblagefachAssist: Einparkhilfe hintenAudi connect (3 Jahre)Audi virtual cockpit 12,3''Lenkrad: Leder-Multifunktion plus Lenkrad im 3-Speichen-DesignLicht- und RegensensorMMI Navigationssystem PlusMetallic-LackierungSitze: Vordersitze heizbarVorbereitung für AnhängevorrichtungArrow down iconMehr anzeigen",AUTO SCHMERIKON 200 TOP GARANTIE OCCASIONEN,"St. Gallerstrasse 41, 8716 Schmerikon",,Geschäft 055 282 10 00
1734007363-196,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=10,,https://www.autoscout24.ch/de/d/audi-a4-avant-35-tdi-sport-s-tronic-12027398,AUDI A4 Avant 35 TDI Sport S-tronic,"Ein sehr guter Zustand Automat, Frisch ab Service, Frisch ab MFK, 12 Monate Garantie.",CHF 18'900.–,Calendar icon04.2019Car iconKombiRoad icon105'000 kmGas station iconDieselTransmission iconAutomatVehicle power icon150 PS (110 kW)Drive type iconVorderradantriebConsumption icon4.4 l/100 km,04.2019,105'000 km,Automat,Vorderradantrieb,Kombi,Diesel,150 PS (110 kW),4.4 l/100 km,Ja,08.01.2024,Ja,"CH-Fahrzeug
sehr guter Zustand
Service gepflegt
Frisch ab Service 
Frisch ab MFK
12 Monate Garantie","AusstattungenOptionale AusstattungAlu-Räder 7,5Jx17 5-Arm-DesignArmlehne vorne mit AblagefachFahrer-Informationssystem mitLED ScheinwerferMMI NavigationssystemMetallic-LackierungMilano Leder-AusstattungSitze: Vordersitze heizbarTempomatSerienmässige Ausstattung3 Kopfstützen hintenArrow down iconMehr anzeigen",Roj Automobile AG,"Riedmattstrasse 5, 8153 Rümlang Kantons Zürich",,Geschäft 044 880 70 77
1734007365-197,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=10,,https://www.autoscout24.ch/de/d/audi-a4-20-tfsi-multitronic-12034323,AUDI A4 2.0 TFSI multitronic,"Immer bis ca 150 Fahrzeuge auf dem Platz,weitere Fahrzeuge auf Autolina .ch",CHF 6'900.–,Calendar icon01.2011Car iconLimousineRoad icon215'000 kmGas station iconBenzinTransmission iconStufenlosVehicle power icon211 PS (155 kW)Drive type iconVorderradantriebConsumption icon7.1 l/100 kmF,01.2011,215'000 km,Stufenlos,Vorderradantrieb,Limousine,Benzin,211 PS (155 kW),7.1 l/100 km,Ja,15.12.2024,Nein,1 Hand Fahrzeug mit Lückenlosem Serviceheft,AusstattungenOptionale AusstattungLenkrad-Wippschaltung (Paddles)MMI Navigationssystem PlusPaket AdvanceAbschliessbares HandschuhfachArmlehne vorne mit AblagefachCupholder hintenGepäcknetze an beiden VordersitzenKlima: 3-Zonen-KlimatisierungsautomatikLicht- und RegensensorNebelscheinwerferPark Distance Control hintenSchublade unter BeifahrersitzSchublade unter FahrersitzTempomatSerienmässige Ausstattung3 Kopfstützen hinten3 Speichen-Sportlenkrad3-Punkt-Sicherheitsgurte auf allen Plätzen8-Stufen-Automat MultitronicAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenArrow down iconMehr anzeigen,Sigis Autocenter AG,"Hauptstrasse 77, 8552 Felben-Wellhausen",,Geschäft 052 765 28 48
1734007367-198,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=10,,https://www.autoscout24.ch/de/d/audi-a4-avant-32-fsi-quattro-tiptronic-s-line-12058276,AUDI A4 Avant 3.2 FSI quattro tiptronic S-Line,8-fach bereift,CHF 3'890.–,Calendar icon10.2008Car iconKombiRoad icon200'000 kmGas station iconBenzinTransmission iconAutomatVehicle power icon265 PS (195 kW)Drive type iconAllradConsumption icon9.2 l/100 kmG,10.2008,200'000 km,Automat,Allrad,Kombi,Benzin,265 PS (195 kW),9.2 l/100 km,Nein,Nein,Nein,"Fahrzeug steht nicht vor Ort, bitte für Besichtigung Termin vereinbaren.",AusstattungenSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen Plätzen6-Stufen-Automat TiptronicAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAllradantrieb permanentAlu-Räder 7.5Jx16 6-Arm-DesignAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Arrow down iconMehr anzeigen,Schnell Automobile GmbH,"Auwiesenstrasse 2, 8406 Winterthur",,Geschäft 079 315 11 33
1734007370-199,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=10,,https://www.autoscout24.ch/de/d/audi-a4-18-tfsi-quattro-11998056,AUDI A4 1.8 TFSI quattro,,CHF 11'900.–,Calendar icon02.2009Car iconLimousineRoad icon50'000 kmGas station iconBenzinTransmission iconSchaltgetriebe manuellVehicle power icon160 PS (118 kW)Drive type iconAllradConsumption icon7.6 l/100 kmG,02.2009,50'000 km,Schaltgetriebe manuell,Allrad,Limousine,Benzin,160 PS (118 kW),7.6 l/100 km,Ja,07.12.2022,Nein,"Audi A4 TFSI 1.8 QUATTRO 2009JG 
Der Audi ist sehr gepflegt, einwandfrei, ohne Mängel
Km 50'000
Service wurde regelmässig gemacht.
Ab MFK und ab service! 

Das Auto ist noch ...",AusstattungenSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen PlätzenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAllradantrieb permanentAlu-Räder 7.5Jx16 6-Arm-DesignAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderArrow down iconMehr anzeigen,Jadranka M.,9200 Gossau,,Privat 078 942 16 69
1734007372-200,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=10,,https://www.autoscout24.ch/de/d/audi-a4-avant-45-tfsi-s-line-s-tronic-quattro-5-jahre-werksgarantie-panodach-12023117,AUDI A4 Avant 45 TFSI S line S-tronic quattro**5 Jahre Werksgarantie**Panodach**,AUDI Werksgarantie 5 Jahre / Panoramaschiebedach / Tempomat ACC / Rückfahrtkamera / Frischer MFK / S-Line,CHF 45'799.–,Calendar icon03.2023Car iconKombiRoad icon19'900 kmGas station iconMild-Hybrid Benzin/ElektroTransmission iconHalbautomatisches GetriebeVehicle power icon265 PS (195 kW)Drive type iconAllradConsumption icon-,03.2023,19'900 km,Halbautomatisches Getriebe,Allrad,Kombi,Mild-Hybrid Benzin/Elektro,265 PS (195 kW),-,Ja,28.11.2024,Ja,"Der Audi A4 Avant 45 TFSI S line befindet sich in einem Top Zustand. Zudem wird es frisch ab MFK und 5 Jahre AUDI Werksgarantie.

Sonderausstattungen laut Hersteller Audi AG:
(9AQ) 3-Zonen-Komfortklimaautomatik ...",AusstattungenOptionale AusstattungAirbag: Seitenairbags hintenAssist: Audi active lane assist mit kamerabasierter VerkehrszeichenerkennungAssist: Einparkhilfe plusAssist: Parkassistent mit Einparkhilfe plusAssist: RückfahrkameraAudi virtual cockpit plusAussenspiegelgehäuse in Schwarz glänzendGarantie: Audi Garantie: 5 Jahre oder 100'000 km (ab 1. Inv.)Klima: 3-Zonen-KlimatisierungsautomatikKomfortmittelarmlehne vorneArrow down iconMehr anzeigen,GSD Auto GmbH,"Sägereistrasse 3, 8500 Frauenfeld",,Geschäft 079 891 90 09
1734007375-201,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=10,,https://www.autoscout24.ch/de/d/audi-a4-avant-20-tdi-quattro-s-tronic-12051571,AUDI A4 Avant 2.0 TDI quattro S-tronic,,CHF 8'450.–,Calendar icon11.2015Car iconKombiRoad icon227'000 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon190 PS (140 kW)Drive type iconAllradConsumption icon5.2 l/100 kmD,11.2015,227'000 km,Halbautomatisches Getriebe,Allrad,Kombi,Diesel,190 PS (140 kW),5.2 l/100 km,Nein,Nein,Nein,(((( Technisch Mängel ))))Guter zustand**Fahrbar**Navigation**Leder-Ausstattung**,"AusstattungenOptionale AusstattungAussenspiegel rechts und links beheizbarCD-Wechsler für MMI Navigation plusPack AmbienteAblagenpaketInnenspiegel automatisch abblendbarKlimatisierungsautomatik KomfortLicht- und RegensensorMittelarmlehne vorne, mit aufklappbaremPark Distance Control hintenTempomatXenon Plus-ScheinwerferSitze: Vordersitze heizbarSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen PlätzenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAllradantrieb permanentArrow down iconMehr anzeigen",Khalil Autohandel,"Althardstrasse 298, 8105 Regensdorf ( Zürich )",,Geschäft 076 558 55 35
1734007380-202,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=10,,https://www.autoscout24.ch/de/d/audi-a4-avant-18-turbo-12053142,AUDI A4 Avant 1.8 Turbo,Bitte unter Tel Nr : +41796604701 melden,CHF 1'100.–,Calendar icon08.2006Car iconKombiRoad icon394'499 kmGas station iconBenzinTransmission iconSchaltgetriebe manuellVehicle power icon163 PS (120 kW)Drive type iconVorderradantriebConsumption icon8.4 l/100 kmG,08.2006,394'499 km,Schaltgetriebe manuell,Vorderradantrieb,Kombi,Benzin,163 PS (120 kW),8.4 l/100 km,Nein,11.05.2021,Nein,"Technisch in Ordnung , hat diverse Beulen und Gebrauchsspuren , ab Platz für Export , das Auto steht in Bern , Bitte unter Tel Nr : +41796604701 melden",AusstattungenOptionale Ausstattung7-Stufen-Automat MultitronicSerienmässige Ausstattung3 Kopfstützen hintenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAlu-Räder 7Jx16 9-Arm-DesignAluminium-ApplikationenAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Aschenbecher und ZigarettenanzünderArrow down iconMehr anzeigen,Nicolas,8134 Adliswil,,Geschäft 076 584 55 53
1734007382-203,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=10,,https://www.autoscout24.ch/de/d/audi-a4-avant-40-tdi-attraction-quattro-s-tronic-12032893,AUDI A4 Avant 40 TDI Attraction quattro S-tronic,"Anhängerkupplung, CH-Fahrzeug, mega Ausstattung - B&O Sound, HeadUp, Matrix LED, 360°Kamera, Alcantara Sportsitze & mehr",CHF 31'900.–,Calendar icon12.2020Car iconKombiRoad icon51'900 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon204 PS (150 kW)Drive type iconAllradConsumption icon5.7 l/100 kmD,12.2020,51'900 km,Halbautomatisches Getriebe,Allrad,Kombi,Diesel,204 PS (150 kW),5.7 l/100 km,Ja,01.12.2020,Ja,"Anhängerkupplung, CH-Fahrzeug, mega Ausstattung - B&O Sound, HeadUp, Matrix LED, 360°Kamera, Alcantara Sportsitze & mehr

GRATIS SERVICE 10 JAHRE / 100'000 KM

Mega Ausstattung - um ...","AusstattungenOptionale AusstattungAkustikverglasung für Türscheiben vornAnhängevorrichtungAssist: Einparkhilfe hintenAssist: Kamerabasierte VerkehrszeichenerkennungAssist: Parkassistent mit Einparkhilfe plusAssist: RückfahrkameraAudi virtual cockpit plusAussenspiegel rechts und links beheizbar und elektrisch anklappbarAussenspiegel rechts und links beheizt, elektrisch verstell-/ und einklappbar mit MemoryHead-Up DisplayArrow down iconMehr anzeigen",Auto Hilber KLG,"Bahnhofstrasse 50, 9242 Oberuzwil",,Geschäft 079 385 37 25
1734007385-204,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=10,,https://www.autoscout24.ch/de/d/audi-a4-avant-20-tdi-quattro-s-tronic-12020337,AUDI A4 Avant 2.0 TDI quattro S-tronic,"Frisch ab grossem Service & MFK, Keyless, 360 Kamera, Ambientebeleuchtung, Totwinkel, Spurhalteassistent, Distanzregler etc.",CHF 21'890.–,Calendar icon11.2017Car iconKombiRoad icon120'000 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon190 PS (140 kW)Drive type iconAllradConsumption icon4.7 l/100 kmB,11.2017,120'000 km,Halbautomatisches Getriebe,Allrad,Kombi,Diesel,190 PS (140 kW),4.7 l/100 km,Ja,28.11.2024,Ja,"Herzlich Willkommen bei DS Buchser Automobile

Rösslimattstrasse 46, 5033 Buchs AG

Audi A4 2.0 TDI Avant Quattro S-tronic

❗️Preis: CHF: 21‘890.—❗️

TOP-CH Fahrzeug! ...",AusstattungenOptionale AusstattungAblagenpaketAirbag: Seitenairbags hintenAkustikglasAlu-Räder 8.5x19 5-Arm-Rotor DesignAmbientebeleuchtungArmlehne vorne mit AblagefachAssist: Audi active lane assistAssist: Audi hold assistAssist: Einparkhilfe hintenAssist: Einparkhilfe plusArrow down iconMehr anzeigen,DS Buchser Automobile,"Rösslimattstrasse 46, 5033 Buchs AG",,Geschäft 079 227 38 75
1734007387-205,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=10,,https://www.autoscout24.ch/de/d/audi-a4-avant-20-tfsi-style-multitronic-12043110,AUDI A4 Avant 2.0 TFSI Style multitronic,CH-Fahrzeug/Navi/Bluetooth/Parksensoren/S-line,CHF 4'950.–,Calendar icon06.2010Car iconKombiRoad icon247'500 kmGas station iconBenzinTransmission iconStufenlosVehicle power icon180 PS (132 kW)Drive type iconVorderradantriebConsumption icon7.3 l/100 kmF,06.2010,247'500 km,Stufenlos,Vorderradantrieb,Kombi,Benzin,180 PS (132 kW),7.3 l/100 km,Ja,05.07.2021,Nein,"- Ch-Fahrzeug
- S-line
- Navi 
- Bluetooth
- 2.0 TFSI
- AMAG Service gepflegt 
- Parksensore
- km 247500
- Ps 180
- Winterräder komplett mit Felgen
 ...",AusstattungenSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen Plätzen8-Stufen-Automat MultitronicAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAlu-Räder im 5-Speichen-Design 8x18JAluminiumapplikationen mattAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Arrow down iconMehr anzeigen,Autocenter Baar GmbH,"Oberneuhofstrasse 13, 6340 Baar",,Geschäft 041 554 50 50
1734007389-206,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=10,,https://www.autoscout24.ch/de/d/audi-a4-avant-40-tdi-advanced-attraction-quattro-s-tronic-12046155,AUDI A4 Avant 40 TDI advanced Attraction quattro S-tronic,Frisch ab MFK bei übergabe/ Navigation/ Sitzheizung/ Elk Heckklappe/ 8fach bereift,CHF 24'800.–,Calendar icon08.2020Car iconKombiRoad icon114'000 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon190 PS (140 kW)Drive type iconAllradConsumption icon6.1 l/100 kmD,08.2020,114'000 km,Halbautomatisches Getriebe,Allrad,Kombi,Diesel,190 PS (140 kW),6.1 l/100 km,Ja,04.08.2022,Ja,"Grüezi und Herzlich Willkommen bei AutoX Garage, wir bedanken uns für ihr Interesse


FINANZIERUNG / LEASING & EINTAUSCH MÖGLICH


Gerne berechnen wir Ihnen Ihre individuelle ...",AusstattungenSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen Plätzen4 Leichtmetallfelgen 17J mit PneuAblagen in den TürenAirbag: Airbag Beifahrer deaktivierbarAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAllradantrieb permanentAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Arrow down iconMehr anzeigen,AutoX Garage GmbH,"Maurenstrasse 5, 8575 Bürglen TG",,Geschäft 078 832 88 88
1734007391-207,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=10,,https://www.autoscout24.ch/de/d/audi-a4-avant-20-tdi-sport-quattro-s-tronic-12047939,AUDI A4 Avant 2.0 TDI Sport quattro S-tronic,TOP-Angebot/ S-Line/ 1. Hand/ Quattro,CHF 12'499.–,Calendar icon10.2018Car iconKombiRoad icon250'300 kmGas station iconDieselTransmission iconHalbautomatisches GetriebeVehicle power icon190 PS (140 kW)Drive type iconAllradConsumption icon4.7 l/100 kmB,10.2018,250'300 km,Halbautomatisches Getriebe,Allrad,Kombi,Diesel,190 PS (140 kW),4.7 l/100 km,Nein,13.10.2018,Nein,"Herzlich Willkomen bei LRL Cars&Cargo Osmani der Marktstärkster Occasionhändler der Schweiz

Vielen Dank, dass Sie uns Ihr Vertrauen schenken und sich für unser Angebot entschieden haben.
Für ...",AusstattungenSerienmässige Ausstattung3 Kopfstützen hinten3-Punkt-Sicherheitsgurte auf allen PlätzenAblagen in den TürenAirbag: Airbag Fahrer und BeifahrerAirbag: Window-KopfairbagsAktive KopfstützenAllradantrieb permanentAlu-Räder im 10-Y-Speichen-Design 18JAntiblockiersystem (ABS)Antriebsschlupfregelung (ASR)Arrow down iconMehr anzeigen,LRL Cars&Cargo Osmani,"Flurlingerweg 15, 8245 Feuerthalen",,Geschäft 076 629 10 70
1734007394-208,https://www.autoscout24.ch/de/s/mo-a4/mk-audi?geoLocation%5Bid%5D=geo-canton-zurich&geoLocation%5Bradius%5D=10&pagination%5Bpage%5D=10,,https://www.autoscout24.ch/de/d/audi-a4-avant-45-tfsi-advanced-s-tronic-quattro-12029443,AUDI A4 Avant 45 TFSI advanced S-tronic quattro,***Schweizer Fahrzeug aus erstem Besitz***,CHF 29'999.–,Calendar icon05.2020Car iconKombiRoad icon77'900 kmGas station iconBenzinTransmission iconHalbautomatisches GetriebeVehicle power icon245 PS (180 kW)Drive type iconAllradConsumption icon7.7 l/100 kmE,05.2020,77'900 km,Halbautomatisches Getriebe,Allrad,Kombi,Benzin,245 PS (180 kW),7.7 l/100 km,Ja,Nein,Ja,"-Schweizer Fahrzeug aus erstem 
-AUDI A4 Avant 45 TFSI advanced S-tronic quattro Schweizer Auslieferung 
-Garantie 12 Monate/20000km
-Frisch ab MFK vor der Übergabe",AusstattungenOptionale AusstattungAblagenpaketAirbag: Seitenairbags hintenArmlehne vorne mit AblagefachAssist: Audi hold assistAssist: Einparkhilfe hintenAssist: Kamerabasierte VerkehrszeichenerkennungAssist: RückfahrkameraAssistenzpaket StadtAssist: AusstiegswarnungAssist: Einparkhilfe plusAssist: Querverkehrsassistent hintenAssist: RückfahrkameraAudi side assist inkl. pre sense rearInfotainment PaketAudi Sound SystemAudi connectFahrer-Informationssystem mit FarbdisplayLenkrad: Leder-Multifunktion plus Lenkrad im 3-Speichen-DesignMedia: Audi Phone BoxMedia: MMI Navigationssystem PlusMatrix LED ScheinwerferArrow down iconMehr anzeigen,S-L Autotechnik GmbH,"Hauptstr. 96, 5032 Aarau Rohr",,Geschäft 079 270 07 07
